Timestamp;Me identifico;Tengo;Estoy trabajando en;Salario mensual BRUTO (en tu moneda local);Salario mensual NETO (en tu moneda local)
7/14/2020 14:03:34;Hombre;31;Argentina;182000;132000
7/14/2020 14:03:39;Hombre;26;Argentina;71000;58000
7/14/2020 14:03:59;Hombre;26;Argentina;65700;54400
7/14/2020 14:04:00;Hombre;29;Argentina;105000;81000
7/14/2020 14:04:07;Hombre;47;Argentina;160000;
7/14/2020 14:04:09;Hombre;26;Argentina;25000;20000
7/14/2020 14:04:09;Hombre;55;Argentina;107000;87000
7/14/2020 14:04:10;Hombre;35;Argentina;160000;120000
7/14/2020 14:04:18;Hombre;36;Argentina;160000;130000
7/14/2020 14:04:18;Hombre;25;Argentina;78000;75000
7/14/2020 14:04:25;Mujer;36;Argentina;130;122
7/14/2020 14:04:36;Mujer;31;Argentina;110000;87000
7/14/2020 14:04:46;Hombre;27;Argentina;46000;38130
7/14/2020 14:04:49;Hombre;29;Argentina;250000;150000
7/14/2020 14:05:03;Hombre;25;Argentina;91000;73000
7/14/2020 14:05:12;Hombre;31;Argentina;212500;
7/14/2020 14:05:45;Mujer;26;Argentina;185400;128690
7/14/2020 14:05:46;Hombre;36;Argentina;142600;114428
7/14/2020 14:05:52;Hombre;19;Argentina;110500;90600
7/14/2020 14:05:53;Hombre;34;Argentina;85000;71000
7/14/2020 14:06:02;Hombre;32;Argentina;35000;35000
7/14/2020 14:06:04;Hombre;35;Argentina;114311;90000
7/14/2020 14:06:10;Mujer;29;Argentina;92000;71000
7/14/2020 14:06:43;Mujer;31;Argentina;100;83
7/14/2020 14:06:53;Mujer;36;Argentina;65000;54000
7/14/2020 14:07:02;Hombre;50;Argentina;77000;67000
7/14/2020 14:07:23;Hombre;30;Argentina;246000;237000
7/14/2020 14:07:24;Hombre;35;Argentina;136000;100000
7/14/2020 14:07:15;Hombre;30;Argentina;133888;98500
7/14/2020 14:07:26;Hombre;27;Argentina;55000;46000
7/14/2020 14:07:35;Hombre;27;Argentina;115000;105000
7/14/2020 14:07:42;Hombre;29;Argentina;180000;120000
7/14/2020 14:08:08;Hombre;30;Argentina;147000;110000
7/14/2020 14:08:10;Hombre;39;Argentina;480000;
7/14/2020 14:08:23;Hombre;31;Argentina;400000;360000
7/14/2020 14:08:25;Mujer;22;Argentina;60000;49800
7/14/2020 14:08:46;Hombre;35;Argentina;137790;98000
7/14/2020 14:09:25;Mujer;23;Argentina;37830;39677
7/14/2020 14:09:26;Hombre;30;Argentina;72000;59000
7/14/2020 14:09:27;Hombre;36;Argentina;320817;317800
7/14/2020 14:09:28;Hombre;46;Argentina;110000;89000
7/14/2020 14:09:42;Hombre;25;Argentina;235000;220000
7/14/2020 14:09:43;Hombre;25;Argentina;144000;102000
7/14/2020 14:09:54;Hombre;35;Argentina;118000;92000
7/14/2020 14:10:03;Hombre;26;Argentina;44500;44300
7/14/2020 14:10:15;Hombre;34;Argentina;130000;105000
7/14/2020 14:10:18;Hombre;24;Argentina;50500;42000
7/14/2020 14:10:23;Hombre;38;Argentina;1300000;1300000
7/14/2020 14:10:28;Hombre;27;Argentina;183000;126000
7/14/2020 14:10:34;Hombre;44;Argentina;211000;165000
7/14/2020 14:10:36;Mujer;35;Argentina;131000;101000
7/14/2020 14:10:39;Mujer;24;Argentina;73842;
7/14/2020 14:10:35;Hombre;37;Argentina;85000;72000
7/14/2020 14:10:49;Mujer;49;Argentina;45000;36000
7/14/2020 14:10:57;Hombre;42;Argentina;200000;150000
7/14/2020 14:11:03;Hombre;34;Argentina;89000;73000
7/14/2020 14:11:07;Hombre;33;Argentina;82000;69000
7/14/2020 14:11:11;Hombre;31;Argentina;35000;30108
7/14/2020 14:11:24;Hombre;37;Argentina;29500;24000
7/14/2020 14:11:51;Hombre;26;Argentina;60000;50000
7/14/2020 14:11:51;Hombre;47;Argentina;380000;380000
7/14/2020 14:12:03;Hombre;31;Argentina;130000;97000
7/14/2020 14:12:03;Mujer;27;Argentina;64800;53784
7/14/2020 14:12:03;Hombre;51;Argentina;85;65
7/14/2020 14:12:14;Hombre;33;Argentina;185000;120000
7/14/2020 14:12:30;Hombre;38;Argentina;193000;163000
7/14/2020 14:12:41;Hombre;38;Argentina;81712;67820
7/14/2020 14:12:41;Hombre;25;Argentina;113000;90000
7/14/2020 14:12:44;Hombre;41;Argentina;200000;150000
7/14/2020 14:12:57;Hombre;51;Argentina;90000;80000
7/14/2020 14:12:58;Hombre;32;Argentina;116600;88300
7/14/2020 14:13:04;Hombre;33;Argentina;127000;99690
7/14/2020 14:13:10;Hombre;37;Argentina;82100;6700
7/14/2020 14:13:20;Hombre;28;Argentina;68000;62000
7/14/2020 14:13:22;Hombre;36;Argentina;148710,52;108516,39
7/14/2020 14:13:23;Mujer;30;Argentina;48000;40000
7/14/2020 14:13:30;Hombre;25;Uruguay;62000;45000
7/14/2020 14:13:33;Hombre;34;Argentina;200000;140000
7/14/2020 14:13:41;Hombre;48;Argentina;38000;34000
7/14/2020 14:13:44;Mujer;38;Argentina;80000;62000
7/14/2020 14:13:45;Hombre;39;Argentina;128000;105000
7/14/2020 14:13:45;Hombre;41;Argentina;90000;72000
7/14/2020 14:13:54;Mujer;43;Argentina;134000;105000
7/14/2020 14:13:56;Mujer;31;Argentina;155000;110000
7/14/2020 14:14:07;Hombre;43;Argentina;150000;110000
7/14/2020 14:14:08;Hombre;35;Argentina;84500;72000
7/14/2020 14:14:09;Hombre;32;México;35000;27000
7/14/2020 14:14:18;Hombre;34;Argentina;49140;42000
7/14/2020 14:14:21;Hombre;36;Argentina;79000;65000
7/14/2020 14:14:34;Mujer;29;Argentina;73500;61000
7/14/2020 14:14:42;Hombre;32;Argentina;470000;440000
7/14/2020 14:14:44;Hombre;35;Argentina;90000;
7/14/2020 14:14:51;Hombre;36;Argentina;63457;52703
7/14/2020 14:15:16;Mujer;28;Argentina;90000;78000
7/14/2020 14:15:39;Hombre;42;Argentina;70000;60000
7/14/2020 14:15:40;Hombre;53;Argentina;42000;37000
7/14/2020 14:15:43;Hombre;50;Argentina;150000;95000
7/14/2020 14:15:59;Mujer;27;Argentina;75000;61000
7/14/2020 14:16:08;Hombre;27;Argentina;158300;127387
7/14/2020 14:16:19;Hombre;29;Argentina;56000;49500
7/14/2020 14:16:26;Mujer;22;Argentina;55500;46000
7/14/2020 14:16:27;Hombre;20;Argentina;30000;24000
7/14/2020 14:16:29;Hombre;29;Argentina;230000;162000
7/14/2020 14:16:43;Hombre;35;Argentina;350000;300000
7/14/2020 14:16:50;Mujer;27;Argentina;44000;36500
7/14/2020 14:16:50;Hombre;37;Argentina;174000;110000
7/14/2020 14:16:56;Hombre;29;Argentina;120000;93000
7/14/2020 14:17:02;Hombre;39;Argentina;80000;60000
7/14/2020 14:17:20;Mujer;34;Argentina;119000;98000
7/14/2020 14:17:30;Mujer;26;Argentina;1111;56000
7/14/2020 14:17:38;Hombre;40;Argentina;95000;75000
7/14/2020 14:17:45;Hombre;27;Argentina;59600;51016
7/14/2020 14:17:54;Hombre;44;Argentina;170000;117000
7/14/2020 14:18:12;Hombre;32;Argentina;140000;110000
7/14/2020 14:18:13;Mujer;28;Argentina;50000;41500
7/14/2020 14:18:29;Hombre;43;Argentina;194000;123000
7/14/2020 14:18:34;Hombre;29;Argentina;70506;59000
7/14/2020 14:18:46;Hombre;24;Argentina;165000;130000
7/14/2020 14:19:04;Hombre;30;Argentina;80000;66400
7/14/2020 14:19:07;Hombre;31;Argentina;55443,72;44632,2
7/14/2020 14:19:08;Mujer;52;Argentina;85000;72000
7/14/2020 14:19:08;Hombre;24;Argentina;53880;44720,4
7/14/2020 14:19:09;Hombre;29;Argentina;67600;58870
7/14/2020 14:19:13;Hombre;30;Argentina;183000;120000
7/14/2020 14:19:26;Hombre;37;Argentina;176000;123888
7/14/2020 14:19:29;Mujer;23;Argentina;35000;33000
7/14/2020 14:19:50;Hombre;27;Argentina;70000;58700
7/14/2020 14:20:16;Hombre;43;Argentina;164000;135000
7/14/2020 14:20:18;Hombre;33;Argentina;60000;45000
7/14/2020 14:20:20;Hombre;28;Argentina;37550;33000
7/14/2020 14:20:27;Hombre;44;Guatemala;16000;16000
7/14/2020 14:20:39;Hombre;28;Argentina;128000;96000
7/14/2020 14:20:46;Mujer;24;Argentina;60;49
7/14/2020 14:21:00;Hombre;23;Argentina;67350;55900
7/14/2020 14:21:02;Hombre;32;Argentina;80000;65000
7/14/2020 14:21:01;Hombre;27;Argentina;95000;72000
7/14/2020 14:21:03;Mujer;45;Argentina;105000;80000
7/14/2020 14:21:07;Mujer;33;Argentina;140000;95000
7/14/2020 14:21:24;Mujer;32;Argentina;121400;94500
7/14/2020 14:21:28;Hombre;38;Argentina;80000;63000
7/14/2020 14:21:36;Hombre;30;Argentina;75000;65000
7/14/2020 14:21:39;Mujer;27;Argentina;95800;78000
7/14/2020 14:21:48;Hombre;40;Argentina;140000;140000
7/14/2020 14:21:56;Hombre;24;Argentina;30677,4;21318
7/14/2020 14:21:57;Hombre;34;Argentina;60004;48304
7/14/2020 14:22:02;Mujer;37;Argentina;62000;62000
7/14/2020 14:22:04;Hombre;37;Argentina;63000;52290
7/14/2020 14:22:05;Mujer;26;Argentina;50509;45000
7/14/2020 14:22:06;Hombre;34;Argentina;190000;125000
7/14/2020 14:22:08;Hombre;31;Argentina;140000;124000
7/14/2020 14:22:20;Hombre;46;Argentina;120000;90000
7/14/2020 14:22:23;Hombre;23;Argentina;55000;51600
7/14/2020 14:22:23;Mujer;33;Argentina;62000;52009
7/14/2020 14:22:25;Mujer;26;Argentina;50509;45000
7/14/2020 14:22:29;Mujer;29;Argentina;80000;69500
7/14/2020 14:22:39;Hombre;30;Argentina;38000;
7/14/2020 14:22:48;Hombre;38;Argentina;180000;180000
7/14/2020 14:22:49;Hombre;41;Argentina;205000;140000
7/14/2020 14:22:56;Mujer;21;Argentina;30000;26000
7/14/2020 14:23:16;Hombre;28;Argentina;140000;110000
7/14/2020 14:23:20;Hombre;46;Argentina;220000;150000
7/14/2020 14:23:23;Hombre;34;Argentina;160000;110000
7/14/2020 14:23:36;Hombre;23;Argentina;55000;53000
7/14/2020 14:24:05;Hombre;50;Argentina;180000;13000
7/14/2020 14:24:00;Hombre;25;Argentina;44000;37000
7/14/2020 14:24:18;Hombre;34;Argentina;160000;110000
7/14/2020 14:24:18;Hombre;25;Argentina;91800;74800
7/14/2020 14:24:32;Hombre;27;Argentina;137000;77000
7/14/2020 14:24:33;Hombre;26;Argentina;136000;92600
7/14/2020 14:24:39;Hombre;28;Argentina;115000;95
7/14/2020 14:24:58;Hombre;41;Argentina;177000;110000
7/14/2020 14:25:12;Hombre;47;Argentina;180000;130000
7/14/2020 14:25:04;Hombre;40;Argentina;180000;127000
7/14/2020 14:25:13;Hombre;24;Argentina;45506;36553
7/14/2020 14:25:37;Hombre;28;Argentina;51000;45000
7/14/2020 14:25:56;Hombre;42;Argentina;88000;71000
7/14/2020 14:25:57;Hombre;25;Argentina;47000;37000
7/14/2020 14:26:16;Hombre;29;Argentina;160000;115000
7/14/2020 14:26:19;Hombre;31;Argentina;78313;65000
7/14/2020 14:26:21;Hombre;39;Argentina;137000;99200
7/14/2020 14:26:23;Mujer;28;Argentina;90000;66000
7/14/2020 14:26:26;Hombre;43;Argentina;206908,01;
7/14/2020 14:26:31;Hombre;42;Argentina;117000;95000
7/14/2020 14:26:37;Hombre;23;Argentina;52,5;43.576
7/14/2020 14:26:40;Hombre;37;Argentina;600000;415000
7/14/2020 14:26:51;Hombre;45;Argentina;120000;86000
7/14/2020 14:26:58;Hombre;30;Argentina;123000;100000
7/14/2020 14:27:10;Hombre;40;Argentina;447000;280000
7/14/2020 14:27:41;Hombre;40;Argentina;198000;142000
7/14/2020 14:27:44;Hombre;27;Uruguay;103000;93500
7/14/2020 14:27:50;Mujer;28;Argentina;75000;62000
7/14/2020 14:27:53;Hombre;37;Argentina;90000;70000
7/14/2020 14:28:08;Hombre;25;Argentina;88000;73000
7/14/2020 14:28:08;Mujer;31;Argentina;102000;79600
7/14/2020 14:28:11;Hombre;24;Argentina;60000;50000
7/14/2020 14:28:19;Hombre;23;Argentina;40000;34500
7/14/2020 14:28:22;Hombre;32;Argentina;170000;120000
7/14/2020 14:28:23;Hombre;34;Argentina;93000;73000
7/14/2020 14:28:24;Hombre;39;Argentina;121000;97000
7/14/2020 14:28:28;Mujer;34;Argentina;124000;93000
7/14/2020 14:28:46;Mujer;40;Argentina;50814;45000
7/14/2020 14:28:53;Hombre;37;Argentina;130000;90000
7/14/2020 14:29:27;Hombre;34;Argentina;130000;97000
7/14/2020 14:29:29;Hombre;45;Argentina;160000;140000
7/14/2020 14:29:30;Hombre;37;Argentina;130000;97000
7/14/2020 14:29:30;Hombre;27;Argentina;102278;92372
7/14/2020 14:29:41;Mujer;23;Argentina;34200;27500
7/14/2020 14:29:44;Hombre;27;Argentina;90000;78000
7/14/2020 14:30:34;Hombre;28;Argentina;180000;122000
7/14/2020 14:30:34;Hombre;32;Argentina;81700;65500
7/14/2020 14:30:40;Mujer;24;Argentina;79400;64700
7/14/2020 14:30:54;Hombre;34;Argentina;65000;63400
7/14/2020 14:30:57;Hombre;28;Argentina;150000;105000
7/14/2020 14:31:00;Hombre;34;Argentina;161000;109500
7/14/2020 14:31:05;Hombre;25;Argentina;56000;48000
7/14/2020 14:31:05;Hombre;21;Argentina;60000;50000
7/14/2020 14:31:09;Hombre;29;Argentina;450000;420000
7/14/2020 14:31:12;Hombre;567;Argentina;130000;100000
7/14/2020 14:31:46;Hombre;32;México;19000;16000
7/14/2020 14:32:00;Mujer;27;Argentina;63342;57000
7/14/2020 14:32:02;Hombre;41;Argentina;160000;
7/14/2020 14:32:02;Mujer;30;Argentina;46371;38488
7/14/2020 14:32:04;Hombre;22;Argentina;90000;85000
7/14/2020 14:32:05;Hombre;26;Argentina;185000;
7/14/2020 14:32:06;Hombre;38;Argentina;205000;130000
7/14/2020 14:32:09;Hombre;39;Argentina;313751,46;207020
7/14/2020 14:32:14;Hombre;30;Argentina;56000;46000
7/14/2020 14:32:16;Hombre;24;Argentina;45000;36100
7/14/2020 14:32:28;Hombre;23;Argentina;65000;52000
7/14/2020 14:32:30;Hombre;40;Argentina;45000;38000
7/14/2020 14:32:32;Hombre;34;Argentina;42000;42000
7/14/2020 14:32:38;Hombre;34;Argentina;75000;68000
7/14/2020 14:32:40;Hombre;40;Argentina;666000;444000
7/14/2020 14:33:04;Mujer;23;Argentina;55000;48900
7/14/2020 14:33:15;Hombre;29;Argentina;129000;98000
7/14/2020 14:33:24;Hombre;34;Argentina;325000;215000
7/14/2020 14:33:43;Hombre;43;Argentina;90000;67000
7/14/2020 14:33:55;Mujer;29;Argentina;71000;62000
7/14/2020 14:34:04;Hombre;36;Argentina;177264;129968
7/14/2020 14:34:13;Hombre;41;Argentina;120000;90000
7/14/2020 14:34:15;Mujer;36;Argentina;392000;
7/14/2020 14:34:37;Hombre;39;Argentina;93000;72000
7/14/2020 14:34:43;Hombre;35;Argentina;66400;55000
7/14/2020 14:34:47;Mujer;31;Argentina;82,3;67000
7/14/2020 14:35:01;Hombre;43;Argentina;300000;180000
7/14/2020 14:35:03;Hombre;25;Argentina;37000;30000
7/14/2020 14:35:03;Hombre;32;Argentina;113000;85000
7/14/2020 14:35:05;Hombre;30;Argentina;90000;74700
7/14/2020 14:35:17;Hombre;32;Argentina;98300;77420
7/14/2020 14:35:25;Hombre;42;Argentina;73000;63000
7/14/2020 14:35:30;Hombre;44;Argentina;175000;135000
7/14/2020 14:35:35;Hombre;39;Argentina;200000;165000
7/14/2020 14:35:44;Hombre;36;Argentina;62000;51460
7/14/2020 14:35:46;Hombre;42;Argentina;210000;160000
7/14/2020 14:35:58;Hombre;37;Argentina;52000;46000
7/14/2020 14:36:08;Hombre;34;Argentina;124000;83000
7/14/2020 14:36:35;Hombre;33;Argentina;380000;250000
7/14/2020 14:36:41;Mujer;33;Argentina;134000;98000
7/14/2020 14:36:58;Hombre;33;Argentina;85000;72000
7/14/2020 14:37:04;Hombre;42;Argentina;360000;205000
7/14/2020 14:37:32;Hombre;34;Argentina;260;370
7/14/2020 14:37:42;Hombre;31;Argentina;45000;45000
7/14/2020 14:38:05;Hombre;33;Argentina;60000;51000
7/14/2020 14:38:06;Hombre;33;Argentina;160000;115000
7/14/2020 14:38:13;Hombre;35;Argentina;360000;260000
7/14/2020 14:38:22;Hombre;31;Argentina;136000;98000
7/14/2020 14:38:26;Mujer;34;Argentina;90000;70000
7/14/2020 14:38:27;Hombre;54;Argentina;290000;225000
7/14/2020 14:38:31;Hombre;43;Argentina;210000;145000
7/14/2020 14:38:48;Hombre;45;Argentina;120000;88000
7/14/2020 14:38:51;Hombre;38;Argentina;525000;520000
7/14/2020 14:38:54;Hombre;36;Argentina;87000;71000
7/14/2020 14:38:58;Hombre;36;Argentina;120000;87000
7/14/2020 14:39:12;Hombre;25;Argentina;134000;98500
7/14/2020 14:39:22;Hombre;29;Argentina;475000;
7/14/2020 14:39:26;Hombre;45;Argentina;81000;67230
7/14/2020 14:39:43;Mujer;24;Argentina;36900;30000
7/14/2020 14:39:45;Hombre;29;Argentina;52084;41928
7/14/2020 14:39:46;Hombre;37;Argentina;100000;80000
7/14/2020 14:39:47;Hombre;45;Argentina;134000;100000
7/14/2020 14:39:50;Hombre;33;Argentina;123391;109195
7/14/2020 14:39:54;Hombre;33;Argentina;139500;103000
7/14/2020 14:40:03;Mujer;37;Argentina;111445;92500
7/14/2020 14:40:05;Hombre;40;Argentina;95000;79000
7/14/2020 14:40:13;Hombre;26;Argentina;98868;78060
7/14/2020 14:40:24;Mujer;41;Argentina;223000;203000
7/14/2020 14:40:31;Hombre;48;Argentina;190000;1250000
7/14/2020 14:40:37;Hombre;29;Argentina;320000;280000
7/14/2020 14:40:43;Hombre;43;Argentina;93000;75000
7/14/2020 14:40:54;Hombre;35;Argentina;66000;56000
7/14/2020 14:40:58;Hombre;45;Argentina;90000;70000
7/14/2020 14:41:00;Hombre;32;Argentina;150000;114000
7/14/2020 14:41:07;Hombre;37;Argentina;120000;83000
7/14/2020 14:41:14;Hombre;26;Argentina;59937;49500
7/14/2020 14:41:19;Hombre;43;Argentina;85000;61000
7/14/2020 14:41:40;Hombre;38;Argentina;177000;110000
7/14/2020 14:41:43;Hombre;34;Argentina;519000;300000
7/14/2020 14:41:51;Hombre;37;Argentina;570000;570000
7/14/2020 14:42:05;Hombre;56;Argentina;400000;300000
7/14/2020 14:42:16;Hombre;23;Argentina;163000;106000
7/14/2020 14:42:21;Hombre;38;Argentina;23300;22100
7/14/2020 14:42:36;Hombre;26;Argentina;105000;78000
7/14/2020 14:42:41;Hombre;29;Argentina;146675,63;100866,79
7/14/2020 14:42:42;Hombre;53;Argentina;130000;100000
7/14/2020 14:42:56;Hombre;35;Argentina;800000;500000
7/14/2020 14:43:09;Hombre;38;Argentina;180000;130000
7/14/2020 14:43:24;Hombre;30;Argentina;50000;40000
7/14/2020 14:43:26;Hombre;34;Argentina;36000;29160
7/14/2020 14:43:30;Hombre;29;Argentina;102100;79000
7/14/2020 14:43:43;Hombre;28;Argentina;80000;80000
7/14/2020 14:43:53;Hombre;32;Argentina;60000;60000
7/14/2020 14:44:01;Hombre;35;Argentina;290000;188000
7/14/2020 14:44:05;Hombre;34;Argentina;85000;85000
7/14/2020 14:44:16;Hombre;27;Argentina;59103;49056
7/14/2020 14:44:21;Hombre;40;Argentina;160000;
7/14/2020 14:44:24;Hombre;31;Argentina;100000;80000
7/14/2020 14:44:27;Mujer;30;Argentina;180000;120000
7/14/2020 14:44:33;Hombre;32;Argentina;80;65000
7/14/2020 14:44:40;Hombre;36;Argentina;210000;137000
7/14/2020 14:44:44;Mujer;24;Argentina;46608;37420
7/14/2020 14:44:57;Mujer;29;Argentina;55000;
7/14/2020 14:45:02;Hombre;35;Argentina;94415;79465
7/14/2020 14:45:02;Hombre;26;Argentina;138446;99670
7/14/2020 14:45:02;Hombre;37;Argentina;140000;100000
7/14/2020 14:45:04;Mujer;38;Argentina;60000;54000
7/14/2020 14:45:24;Mujer;27;Argentina;39840;44000
7/14/2020 14:45:26;Hombre;40;Argentina;100000;80000
7/14/2020 14:45:28;Mujer;23;Argentina;54000;44820
7/14/2020 14:45:34;Hombre;40;Argentina;125000;105000
7/14/2020 14:45:39;Hombre;41;Argentina;700000;
7/14/2020 14:45:39;Hombre;37;Argentina;385000;385000
7/14/2020 14:45:47;Hombre;41;Argentina;79550;66500
7/14/2020 14:45:51;Hombre;36;Argentina;75500;62220
7/14/2020 14:45:52;Hombre;37;Argentina;120000;115000
7/14/2020 14:46:07;Hombre;30;Argentina;641690;447000
7/14/2020 14:46:13;Hombre;26;Argentina;690000;650000
7/14/2020 14:46:17;Hombre;27;Argentina;45000;39000
7/14/2020 14:46:31;Hombre;38;Argentina;136200;102000
7/14/2020 14:46:32;Hombre;30;Argentina;70000;60000
7/14/2020 14:46:34;Hombre;37;Argentina;150000;122000
7/14/2020 14:46:40;Hombre;28;Argentina;100000;83000
7/14/2020 14:46:45;Hombre;52;Argentina;140000;105000
7/14/2020 14:46:52;Hombre;34;Argentina;60000;60000
7/14/2020 14:47:05;Hombre;43;Argentina;132000;105000
7/14/2020 14:47:12;Mujer;38;Argentina;76000;63000
7/14/2020 14:47:23;Hombre;45;Argentina;115000;95000
7/14/2020 14:47:42;Mujer;28;Argentina;82320;67025
7/14/2020 14:48:05;Mujer;37;Argentina;111000;83000
7/14/2020 14:48:21;Hombre;27;Argentina;89000;72000
7/14/2020 14:48:27;Hombre;29;Argentina;114000;94000
7/14/2020 14:48:28;Hombre;30;Argentina;170000;115000
7/14/2020 14:48:42;Hombre;21;Argentina;59072;49030
7/14/2020 14:48:43;Hombre;42;Argentina;320000;220000
7/14/2020 14:48:43;Hombre;44;Argentina;45;36
7/14/2020 14:48:51;Hombre;32;Argentina;70000;62000
7/14/2020 14:49:11;Hombre;20;Argentina;95000;72500
7/14/2020 14:49:25;Hombre;29;Argentina;246000;165000
7/14/2020 14:49:32;Hombre;34;Argentina;60000;49700
7/14/2020 14:49:43;Hombre;23;Argentina;61000;50340
7/14/2020 14:49:44;Hombre;38;Argentina;112000;85000
7/14/2020 14:49:48;Hombre;37;Argentina;670000;500000
7/14/2020 14:49:51;Hombre;29;Argentina;80000;65000
7/14/2020 14:50:00;Hombre;22;Argentina;77500;63600
7/14/2020 14:50:02;Mujer;23;Argentina;37000;37000
7/14/2020 14:50:02;Hombre;24;Argentina;191500;132421
7/14/2020 14:50:14;Hombre;26;Argentina;120500;90000
7/14/2020 14:50:14;Hombre;35;Argentina;150000;150000
7/14/2020 14:50:11;Hombre;45;Argentina;139216;98000
7/14/2020 14:50:17;Hombre;27;Argentina;115000;98000
7/14/2020 14:50:20;Hombre;35;Argentina;75000;58000
7/14/2020 14:50:32;Hombre;28;Argentina;211000;132000
7/14/2020 14:50:34;Hombre;29;Argentina;110000;68000
7/14/2020 14:50:40;Mujer;26;Argentina;99000;77000
7/14/2020 14:50:49;Hombre;30;Argentina;15000;12000
7/14/2020 14:50:57;Hombre;30;Argentina;65000;56300
7/14/2020 14:51:04;Mujer;38;Argentina;80000;
7/14/2020 14:51:11;Hombre;30;Argentina;11300;
7/14/2020 14:51:17;Hombre;19;Argentina;110000;93000
7/14/2020 14:51:34;Hombre;27;Argentina;108973,17;84521,8
7/14/2020 14:51:34;Hombre;28;Argentina;220000;145
7/14/2020 14:51:35;Hombre;36;Argentina;314556;170000
7/14/2020 14:51:35;Hombre;35;Argentina;123000;95000
7/14/2020 14:51:48;Mujer;29;Argentina;61088;57686
7/14/2020 14:51:56;Hombre;33;Argentina;102409;90000
7/14/2020 14:52:09;Mujer;39;Argentina;148000;122000
7/14/2020 14:52:11;Mujer;33;Argentina;190000;123000
7/14/2020 14:52:18;Hombre;41;Argentina;48000;45000
7/14/2020 14:52:22;Hombre;36;Argentina;4000;4000
7/14/2020 14:52:23;Hombre;37;Argentina;57000;43000
7/14/2020 14:52:23;Hombre;24;Argentina;125000;103000
7/14/2020 14:52:46;Hombre;30;Argentina;600000;600000
7/14/2020 14:52:51;Hombre;28;Argentina;159000;113000
7/14/2020 14:53:07;Hombre;28;Argentina;288775;
7/14/2020 14:53:10;Hombre;33;Argentina;145.576;92,56
7/14/2020 14:53:21;Hombre;34;Argentina;160000;113000
7/14/2020 14:53:23;Hombre;30;Argentina;39000;47000
7/14/2020 14:53:56;Hombre;30;Argentina;70000;54000
7/14/2020 14:53:57;Hombre;26;Argentina;70000;63000
7/14/2020 14:54:01;Hombre;30;Argentina;105000;77000
7/14/2020 14:54:19;Hombre;39;Argentina;180000;140000
7/14/2020 14:54:22;Hombre;26;Argentina;125843;91865
7/14/2020 14:54:44;Hombre;29;Argentina;215000;145000
7/14/2020 14:54:44;Hombre;26;Argentina;216000;200000
7/14/2020 14:54:56;Hombre;35;Argentina;91500;76000
7/14/2020 14:54:57;Hombre;27;Argentina;55000;45500
7/14/2020 14:55:10;Hombre;27;Argentina;32;29500
7/14/2020 14:55:15;Hombre;42;Argentina;55000;298000
7/14/2020 14:55:31;Hombre;25;Argentina;53000;50000
7/14/2020 14:55:33;Hombre;26;Argentina;178220,25;169720,25
7/14/2020 14:56:05;Hombre;27;Argentina;86000;72000
7/14/2020 14:56:25;Mujer;42;Argentina;160000;130000
7/14/2020 14:56:45;Mujer;31;Argentina;175000;110000
7/14/2020 14:56:48;Hombre;30;Argentina;55421;46000
7/14/2020 14:57:08;Hombre;39;Argentina;120000;120000
7/14/2020 14:57:38;Hombre;37;Argentina;700000;
7/14/2020 14:57:40;Hombre;29;Argentina;70000;62000
7/14/2020 14:57:59;Hombre;35;Argentina;120000;95000
7/14/2020 14:58:02;Hombre;38;Argentina;170000;125000
7/14/2020 14:58:11;Hombre;29;Argentina;62430;52500
7/14/2020 14:58:16;Mujer;24;Argentina;42000;35000
7/14/2020 14:58:16;Hombre;39;Argentina;110000;87000
7/14/2020 14:58:41;Hombre;35;Argentina;60000;50000
7/14/2020 14:58:56;Hombre;33;Argentina;952500;952500
7/14/2020 14:58:57;Hombre;20;Argentina;45180;37500
7/14/2020 14:58:59;Mujer;33;Argentina;100000;75000
7/14/2020 14:59:37;Hombre;39;Argentina;272000;191000
7/14/2020 14:59:38;Mujer;40;Argentina;35000;35000
7/14/2020 14:59:48;Hombre;42;Argentina;59829;45000
7/14/2020 14:59:49;Hombre;26;Argentina;129000;96000
7/14/2020 14:59:54;Hombre;36;Argentina;65000;45500
7/14/2020 14:59:56;Hombre;37;Argentina;155000;
7/14/2020 15:00:14;Hombre;36;Argentina;130000;100000
7/14/2020 15:00:25;Hombre;35;Argentina;300000;200000
7/14/2020 15:00:34;Hombre;37;Argentina;600000;550000
7/14/2020 15:00:37;Hombre;31;Argentina;62600;51958
7/14/2020 15:00:45;Mujer;35;Argentina;168000;118000
7/14/2020 15:00:57;Mujer;43;Argentina;152000;117000
7/14/2020 15:01:00;Hombre;36;Argentina;100000;87000
7/14/2020 15:01:14;Hombre;30;Argentina;121000;90000
7/14/2020 15:01:22;Hombre;35;Argentina;104000;85000
7/14/2020 15:01:34;Hombre;28;Argentina;70000;61000
7/14/2020 15:01:48;Hombre;46;Argentina;150000;120000
7/14/2020 15:01:51;Mujer;31;Argentina;68000;59000
7/14/2020 15:02:00;Hombre;22;Argentina;49850;40030
7/14/2020 15:02:06;Hombre;26;Argentina;110000;76000
7/14/2020 15:02:09;Hombre;38;Argentina;135000;95000
7/14/2020 15:02:25;Hombre;32;Argentina;200000;140000
7/14/2020 15:02:44;Hombre;31;Argentina;94000;77000
7/14/2020 15:02:57;Hombre;24;Argentina;71000;65000
7/14/2020 15:03:06;Hombre;32;Argentina;160000;130000
